company,peer_company,similarity_score,symbol,sector
ULTRACEMCO,VBL,0.9905096185253954,ULTRACEMCO,
ULTRACEMCO,RELIANCE,0.9894454459213331,ULTRACEMCO,
ULTRACEMCO,SHREECEM,0.9845768119955958,ULTRACEMCO,
ULTRACEMCO,WIPRO,0.9800647110728375,ULTRACEMCO,
ULTRACEMCO,TRENT,0.97591945497575,ULTRACEMCO,
UNIONBANK,LICI,0.9324269743785156,UNIONBANK,
UNIONBANK,INDUSINDBK,0.8995714046061105,UNIONBANK,
UNIONBANK,PNB,0.8675421915036741,UNIONBANK,
UNIONBANK,ADANIPOWER,0.8574294941686422,UNIONBANK,
UNIONBANK,BANKBARODA,0.8486356284225491,UNIONBANK,
UNITDSPR,TATASTEEL,0.9937189226085601,UNITDSPR,
UNITDSPR,DMART,0.9875106494954439,UNITDSPR,
UNITDSPR,GRASIM,0.9829534036145173,UNITDSPR,
UNITDSPR,TRENT,0.9812971308113051,UNITDSPR,
UNITDSPR,TATAMOTORS,0.9794835413342216,UNITDSPR,
VBL,RELIANCE,0.9985839360311135,VBL,
VBL,TRENT,0.9944540516319096,VBL,
VBL,ULTRACEMCO,0.9905096185253954,VBL,
VBL,IOC,0.9901394257351381,VBL,
VBL,GRASIM,0.9880511591948086,VBL,
VEDL,NESTLEIND,0.9977687988371539,VEDL,
VEDL,BRITANNIA,0.9933259427464636,VEDL,
VEDL,ITC,0.989626120182847,VEDL,
VEDL,TORNTPHARM,0.9837515279866275,VEDL,
VEDL,TCS,0.9732635196155948,VEDL,
WIPRO,ULTRACEMCO,0.9800647110728375,WIPRO,
WIPRO,SHREECEM,0.97230260174337,WIPRO,
WIPRO,RELIANCE,0.9705370684101783,WIPRO,
WIPRO,ATGL,0.9705031013886916,WIPRO,
WIPRO,GRASIM,0.9665026326738604,WIPRO,
ZOMATO,JSWSTEEL,0.9628074306369384,ZOMATO,
ZOMATO,TRENT,0.9387665879699252,ZOMATO,
ZOMATO,VBL,0.9305655309537999,ZOMATO,
ZOMATO,TATAMOTORS,0.9279907411684158,ZOMATO,
ZOMATO,IOC,0.9246883411159923,ZOMATO,
ZYDUSLIFE,DRREDDY,0.9901729538411226,ZYDUSLIFE,
ZYDUSLIFE,SHREECEM,0.9723072542794493,ZYDUSLIFE,
ZYDUSLIFE,WIPRO,0.9659588802531401,ZYDUSLIFE,
ZYDUSLIFE,ULTRACEMCO,0.9392599739527536,ZYDUSLIFE,
ZYDUSLIFE,RELIANCE,0.896451959269198,ZYDUSLIFE,
